,ISO3_Code,Country_Name,M49_Code,Life_Expectancy_2016,Life_Expectancy_2017,Life_Expectancy_2018,Life_Expectancy_2019,Life_Expectancy_2020,Life_Expectancy_Avg,Mean_Years_Of_Schooling_2016,Mean_Years_Of_Schooling_2017,Mean_Years_Of_Schooling_2018,Mean_Years_Of_Schooling_2019,Mean_Years_Of_Schooling_2020,Mean_Years_of_Schooling_Avg,CPI_Food_2016,CPI_Food_2017,CPI_Food_2018,CPI_Food_2019,CPI_Food_2020,CPI_Food_Avg,Total_FDI_Inflows_2016,Total_FDI_Inflows_2017,Total_FDI_Inflows_2018,Total_FDI_Inflows_2019,Total_FDI_Inflows_2020,Total_FDI_Outflows_2016,Total_FDI_Outflows_2017,Total_FDI_Outflows_2018,Total_FDI_Outflows_2019,Total_FDI_Outflows_2020,Net_FDI_2016,Net_FDI_2017,Net_FDI_2018,Net_FDI_2019,Net_FDI_2020,Prevalence_of_undernourishment_2016,Prevalence_of_undernourishment_2017,Prevalence_of_undernourishment_2018,Prevalence_of_undernourishment_2019,Prevalence_of_undernourishment_2020
98,MYS,Malaysia,458,75.2888,75.4763,75.6444,75.7603,75.9378,75.62152,10.36651039,10.45936012,10.55220985,10.64505959,10.64505959,10.533639908,105.656672,109.678496,110.3488,112.192136,113.784108,110.3320424,11335.96895,9398.805704,7618.337947,7812.777164,3482.70222,8011.213027,5638.472575,5114.464714,6230.501951,2826.996714,3324.755924,3760.333129,2503.873233,1582.275213,655.705506,3.5,3.2,2.7,2.6,1.5
99,NAM,Namibia,516,61.6825,62.2931,62.5859,63.075,62.829,62.4931,7.037678228,7.089123245,7.140568261,7.192013277,7.192013277,7.1302792576,114.988466,117.774322,123.856492,126.020767,135.637466,123.6555026,355.590232,279.946036,208.556758,-178.925671,-74.6114,-4.758974,-65.63855,98.484326,9.141283,50.144684,360.349206,345.584586,110.072432,-188.066954,-124.756084,20.2,19.9,20.0,18.9,18.0
100,NGA,Nigeria,566,52.0427,52.3052,52.5536,52.9104,52.887,52.5397799999999,6.436573823,6.697552363,6.958530903,7.181074153,7.181074153,6.890961079,122.586982,146.32575,166.099407,190.323452,227.344998,170.5361178,3453.258408,2412.974916,775.2474,2305.099812,2385.277666,335.464994,310.830719,565.569112,285.318846,-337.869298,3117.793414,2102.144197,209.678288,2019.780966,2723.146964,9.4,10.0,10.4,12.0,12.7
101,NIC,Nicaragua,558,73.2562,73.5536,73.8497,74.0543,71.7954,73.30184,6.796,6.912,7.028,7.144,7.144,7.0048,100.484804,106.18326,108.715382,114.51457,119.270553,109.8337138,989.1,1035.4,837.6,503.0,182.3,65.3,64.5,75.1,59.1,39.5,923.8,970.9,762.5,443.9,142.8,18.0,17.2,17.4,17.5,18.6
102,NLD,Netherlands,528,81.547,81.7291,81.7741,82.0455,81.6381,81.74676,12.18412018,12.25356531,12.32301044,12.4523201,12.58162975,12.3589291559999,101.67,104.21,105.28,109.19,109.84,106.037999999999,59734.12145,16557.65299,87670.58901,48962.71075,-115300.2511,185164.154,19091.51501,-45379.39375,84866.50756,-161050.937,-125430.0325,-2533.862022,133049.9828,-35903.79681,45750.68589,1.5,1.5,1.5,1.5,1.5
103,NOR,Norway,578,82.4147,82.624,82.7605,82.9552,83.1951,82.7898999999999,12.81906033,12.94715977,12.97539473,13.00362968,13.00362968,12.949774838,100.3,100.9,104.3,103.9,106.8,103.239999999999,-3899.880952,-5849.000262,225.760836,16287.38636,-2394.371268,3091.904762,-2220.470594,11408.17707,5560.340909,-1063.315375,-6991.785714,-3628.529668,-11182.41623,10727.04546,-1331.055893,1.5,1.5,1.5,1.5,1.5
104,NPL,Nepal,524,68.7758,68.9099,68.9786,69.5576,69.2456,69.0934999999999,4.652394104,4.808860316,4.965326529,5.121792742,5.121792742,4.9340332866,109.808865,112.880441,113.360375,124.398854,130.925954,118.2748978,106.133571,197.775964,67.055675,184.995134,126.492576,,,,,,,,,,,4.5,4.2,4.3,4.8,5.5
105,NZL,New Zealand,554,82.07,82.2189,82.3803,82.5665,82.7419,82.39552,13.33483982,13.2373023,13.13976479,13.04222727,12.94468975,13.1397647859999,97.491056,99.661719,99.944849,102.021134,104.569303,100.7376122,2844.354103,2428.574474,2397.49581,4278.349666,4216.443221,195.610255,227.368002,426.221477,-171.950918,879.992841,2648.743848,2201.206472,1971.274333,4450.300584,3336.45038,1.5,1.5,1.5,1.5,1.5
106,OMN,Oman,512,77.9158,77.9243,77.9659,78.0022,74.7571,77.31306,9.968448448,10.38984642,10.81124439,11.23264236,11.65404034,10.8112443916,98.182259,99.918291,99.43606,100.593415,100.496969,99.7253988,2265.279584,2918.075423,5940.182055,3420.026008,4092.761162,356.306892,2423.927178,715.214564,626.788036,1255.309926,1908.972692,494.148245,5224.967491,2793.237972,2837.451236,8.4,8.4,7.9,8.8,9.8
107,PAK,Pakistan,586,65.8797,66.2972,66.482,66.7558,66.2695,66.33684,5.162640095,5.115049839,4.825690031,4.536330223,4.536330223,4.8352080822,102.867819,108.177304,108.227914,129.513161,146.738071,119.1048538,2576.0,2496.0,1737.0,2234.0,2105.0,52.0,52.0,-21.0,-85.0,34.0,2524.0,2444.0,1758.0,2319.0,2071.0,12.4,12.1,12.3,14.1,16.9
108,PAN,Panama,591,77.6529,77.7954,77.8629,77.8103,76.657,77.5557,10.11919022,10.25965691,10.4001236,10.54059029,10.54059029,10.372030262,101.534658,100.249409,100.986153,100.580114,100.804439,100.8309546,4745.4,4176.645,5080.392578,4320.375729,588.653819,-188.195315,137.841,-163.0894,-634.354694,38.60972,4933.595315,4038.804,5243.481978,4954.730423,550.044099,7.8,6.7,6.0,5.4,5.8
109,PER,Peru,604,75.789,75.879,76.0089,76.1559,73.6655,75.49966,9.314760208,9.535280228,9.755800247,9.885518863,9.885518863,9.6753756818,105.528925,103.763002,106.220434,106.490989,108.996572,106.199984399999,6739.051858,6860.492819,6967.475789,8055.416499,981.749851,1155.961998,500.069431,136.190197,940.665528,503.477474,5583.08986,6360.423388,6831.285592,7114.750971,478.272377,6.9,7.6,7.6,8.1,8.3
110,PHL,Philippines,608,71.3871,71.5156,71.689,71.8649,72.1191,71.7151399999999,8.621369839,8.446499825,8.707799911,8.969099998,8.969099998,8.7427739142,103.251289,106.870966,114.019828,116.01065,121.530658,112.3366782,6915.149,8703.550653,6602.459617,8671.365874,6542.261712,1032.334,1751.839754,769.559033,3350.936705,3525.188483,5882.815,6951.710899,5832.900584,5320.429169,3017.073229,8.8,7.5,6.2,5.5,5.2
111,PNG,Papua New Guinea,598,64.8399,65.1028,65.1822,65.4738,65.7868,65.2770999999999,4.62,4.66,4.7,4.74,4.74,4.692,106.739014,108.130052,111.078005,113.668646,115.495266,111.0221966,-39.764921,-180.17671,-341.200432,-900.655579,-935.493565,-0.031918,-0.03136,305.663464,335.176757,114.157539,-39.733003,-180.14535,-646.863896,-1235.832336,-1049.651104,23.2,23.1,22.6,21.9,21.6
112,POL,Poland,616,77.8025,77.7205,77.6282,77.9272,76.9424,77.60416,13.00481987,13.04480243,13.08478498,13.12476754,13.1647501,13.084784984,101.9992,107.4939,108.4999,115.8519,116.5484,110.078659999999,15690.14756,9172.340071,15996.26992,10852.52157,10079.56424,11599.98783,2169.485067,891.044343,1290.209995,1820.915332,4090.159735,7002.855004,15105.22558,9562.311574,8258.648906,1.5,1.5,1.5,1.5,1.5
113,PRT,Portugal,620,81.2324,81.498,81.3947,81.7007,81.0545,81.37606,9.112580299,9.218230247,9.144709587,9.327420235,9.575940132,9.27577609999999,100.2146,102.5012,102.8113,102.9757,104.5408,102.60872,5065.822944,7752.151776,7115.338198,12084.40169,6323.591369,871.920368,-749.410018,799.437364,3344.485178,2287.582393,4193.902576,8501.561794,6315.900834,8739.916513,4036.008976,1.5,1.5,1.5,1.5,1.5
114,PRY,Paraguay,600,73.5336,73.6436,73.5676,73.6207,73.1816,73.50942,8.351449966,8.468514919,8.585579872,8.810709953,8.861840248,8.6156189916,107.890026,116.93755,116.235925,120.445677,124.421554,117.1861464,425.334759,576.181374,457.636953,522.336212,568.333465,,,,,,,,,,,7.7,7.8,7.8,8.2,8.7
115,ROU,Romania,642,75.2458,75.9519,76.1546,76.5079,75.3456,75.84116,11.08049011,11.14865017,11.21188498,11.27511978,11.27511978,11.198252964,97.743456,101.721614,104.874985,110.202634,113.773199,105.6631776,5000.387417,5419.471086,6218.911348,5791.043306,2321.640286,4.615793,-96.598547,379.086696,362.709846,201.666236,4995.771624,5516.069633,5839.824652,5428.33346,2119.97405,1.5,1.5,1.5,1.5,1.5
116,RUS,Russian Federation,643,72.6609,73.3743,73.5306,73.9332,71.3423,72.96826,12.56402159,12.72337438,12.72389289,12.77428805,12.77428805,12.711972992,107.369,108.1254,113.8306,116.9295,125.9086,114.43262,37175.76691,25953.53583,13227.64206,32075.62193,9676.068797,26951.18716,34153.09611,35819.67131,22023.98224,6311.367903,10224.57976,-8199.560283,-22592.02925,10051.6397,3364.700894,1.5,1.5,1.5,1.5,1.5
117,RWA,Rwanda,646,65.7373,65.9409,66.2505,66.437,66.7741,66.22796,4.195574999,4.265272498,4.334969997,4.425292358,4.425292358,4.329280442,125.948148,118.192012,110.014264,136.213369,141.708021,126.4151628,342.3,356.436501,381.911599,353.844486,134.754943,47.756564,15.686571,17.964147,5.432309,,294.543436,340.74993,363.947452,348.412177,,34.9,34.7,34.7,35.2,35.8
118,SAU,Saudi Arabia,682,77.0643,77.1605,77.2115,77.3036,76.2392,76.99582,10.08080983,10.22029972,10.58370972,10.94711971,11.31052971,10.628493738,97.33588,97.83605,104.6926,107.777,121.5005,105.828406,7452.533333,1418.843614,4247.119093,4562.573671,5486.095693,8936.155333,7279.599195,19252.32847,13547.06558,4854.208727,-1483.622,-5860.755581,-15005.20938,-8984.491912,631.886966,3.7,3.7,3.8,3.9,3.7
119,SDN,Sudan,729,64.7801,65.4447,65.681,65.8755,65.6136,65.47898,3.67,3.72,3.77,3.82,3.82,3.76,131.420713,173.096308,324.047105,529.102963,1621.521215,555.8376608,1063.767535,1065.298481,1135.787164,825.354992,716.939711,,,,,,,,,,,11.8,11.8,11.8,11.7,12.8
120,SEN,Senegal,686,67.4969,67.7503,68.0966,68.5258,68.0064,67.9752,2.818639934,2.830689907,2.883815558,2.937938258,2.937938258,2.881804383,110.203468,106.38809,108.246612,108.512115,112.592996,109.1886562,472.409796,588.292998,847.841575,1065.46282,1480.500726,223.862541,82.4153,52.80833,71.064034,171.462305,248.547255,505.877698,795.033245,994.398786,1309.038421,9.5,8.5,7.8,7.4,7.5
121,SLB,Solomon Islands,90,69.8007,69.9882,70.1733,70.3821,70.1987,70.1086,5.44073206,5.54073206,5.54073206,5.711848,5.711848,5.589178436,97.272382,97.543941,100.423406,102.225621,97.820207,99.0571114,38.607527,42.8399,24.838211,32.808616,9.13347,1.34517,7.065582,8.997291,4.025833,3.415564,37.262357,35.774318,15.84092,28.782783,5.717906,18.1,17.7,17.6,17.8,18.1
122,SLE,Sierra Leone,694,58.4045,58.6517,59.7959,60.2549,59.7632,59.37404,4.21481171,4.335234901,4.455658093,4.576081285,4.576081285,4.4315734548,123.603262,145.767098,164.383768,173.23978,199.379299,161.2746414,137.965734,128.88345,217.812919,367.7,348.7,,,,,,,,,,,25.9,27.2,27.7,27.9,27.4
123,SLV,El Salvador,222,72.0248,72.3108,72.5546,72.5586,71.0609,72.10194,6.717559814,6.825099945,6.968569994,7.112040043,7.150929928,6.9548399448,97.625201,100.057369,100.421334,101.622361,102.001016,100.3454562,347.424796,889.072922,826.009559,636.168174,200.463777,-0.428126,0.2284,-0.037397,0.404826,-0.719973,347.852922,888.844522,826.046956,635.763348,201.18375,9.9,9.2,8.4,8.3,7.7
124,SOM,Somalia,706,55.0444,55.6536,56.3754,57.0776,55.9666,56.02352,,,,,,,103.039205,109.730318,116.2677,120.683446,122.178646,114.379863,330.0,369.0,408.0,447.0,464.0,,,,,,,,,,,59.7,58.9,56.6,54.8,53.1
125,SRB,Serbia,688,76.2609,76.213,76.5115,76.704,75.4057,76.21902,11.13010025,11.16240025,11.26613522,11.36987019,11.36987019,11.25967522,98.211741,102.262252,104.997662,107.101824,109.100777,104.3348512,2352.016562,2878.291575,4090.505675,4269.812527,3439.793434,249.810172,146.601231,362.790848,294.456727,124.831417,2102.20639,2731.690344,3727.714827,3975.3558,3314.962017,4.2,4.0,3.8,3.7,3.3
126,STP,Sao Tome and Principe,678,67.4917,68.2666,68.3549,68.5231,67.7848,68.08422,5.77061182,5.918941025,6.06727023,6.215599435,6.215599435,6.037604389,103.033646,111.819651,122.654136,134.360492,150.118993,124.3973836,30.607771,29.184452,23.203612,24.191799,47.112185,1.006101,0.322067,2.393965,0.938906,0.853447,29.60167,28.862385,20.809647,23.252893,46.258738,12.9,12.5,12.8,13.0,13.5
127,SUR,Suriname,740,71.5924,72.417,72.5532,72.2423,72.5615,72.27328,9.472836021,9.573077564,9.673319107,9.77680063,9.77680063,9.6545667904,185.49768,208.451762,220.933045,231.836234,386.776291,246.699002399999,299.987,98.2,119.191,-19.5,-27.10426,,,,,,,,,,,8.3,8.3,8.0,8.0,8.2
128,SVK,Slovakia,703,77.2146,77.219,77.264,77.6851,77.0054,77.27762,12.71166039,12.76618004,12.86622047,12.91141987,12.91141987,12.833380128,97.04114,103.3361,104.1848,109.631,110.2676,104.892128,805.90078,4016.770767,1675.084894,2448.710806,-1929.725205,95.550794,1325.384598,321.694624,153.254985,233.45585,710.349986,2691.386169,1353.39027,2295.455821,-2163.181055,5.6,4.4,3.9,3.7,3.8
129,SVN,Slovenia,705,81.1577,81.0714,81.3581,81.6042,80.4409,81.12646,12.66755009,12.70028973,12.75198507,12.80368042,12.80368042,12.745437146,101.11,104.07,104.65,108.06,109.15,105.408,1245.942087,897.753076,1384.172995,1226.621691,529.099659,289.858537,338.337796,280.863806,389.483329,555.055562,956.08355,559.41528,1103.309189,837.138362,-25.955903,1.5,1.5,1.5,1.5,1.5
130,SWE,Sweden,752,82.3391,82.4382,82.5326,83.0524,82.4274,82.55794,12.41359997,12.48604965,12.54788494,12.60972023,12.60972023,12.5333950039999,101.6478,104.5453,106.5675,109.2784,110.371,106.482,19140.7605,15900.13171,4221.446536,10112.33567,26109.33032,4699.374795,27361.54294,17834.5331,15549.22535,31014.48605,14441.38571,-11461.41123,-13613.08657,-5436.889673,-4905.155733,1.5,1.5,1.5,1.5,1.5
131,SWZ,Eswatini,748,56.6591,57.8951,59.4114,60.5492,59.6922,58.8414,5.194,5.328,5.462,5.596,5.596,5.4352,121.538901,124.729533,125.360303,128.711027,133.329266,126.733806,21.384868,-56.010183,36.474449,130.221496,40.919495,-7.132213,65.483928,-10.51256,22.207889,-14.322958,28.517081,-121.494111,46.987009,108.013607,55.242453,13.0,12.4,11.8,11.1,11.0
132,TCD,Chad,148,52.0834,52.3076,52.8253,53.2594,52.7774,52.65062,2.301458538,2.388868544,2.479598405,2.57377421,2.57377421,2.4634947814,89.025426,90.912186,86.781599,86.673816,91.136924,88.9059901999999,244.682121,363.381636,460.890508,566.638948,557.692503,,,,,,,,,,,28.5,29.1,30.3,31.7,32.7
133,TGO,Togo,768,59.5501,60.1544,60.244,60.9011,61.035,60.37692,4.636985989,4.763593115,4.890200241,5.016807367,5.016807367,4.8648788158,100.259319,99.172933,102.054219,98.785612,106.163595,101.2871356,-46.308336,88.560066,-183.387577,345.696967,639.483236,256.966648,-32.575183,70.205705,42.842154,931.339213,-303.274984,121.135249,-253.593282,302.854813,-291.855977,21.2,21.0,20.7,20.1,18.8
134,THA,Thailand,764,78.0489,78.3939,78.6622,78.9751,79.2739,78.6708,8.315620422,8.343885422,8.372150421,8.697119713,8.697119713,8.4851791382,101.502986,101.702837,102.622863,104.402913,105.842953,103.2149104,2491.280295,7874.923355,11144.48857,3063.020525,-6099.734518,12397.73486,13806.803,15326.14791,8390.539984,16715.58629,-9906.454565,-5931.879643,-4181.659339,-5327.519459,-22815.32081,7.5,7.7,7.8,8.0,8.8
135,TLS,Timor-Leste,626,67.4461,67.7454,68.0167,68.2684,68.4755,67.99042,5.43679,5.43679,5.43679,5.43679,5.43679,5.43679,98.815696,99.617446,101.120727,101.321165,103.525978,100.8802024,5.479,6.716,47.926,74.58,72.378586,12.667,,,,693.867525,-7.188,,,,-621.488939,24.2,24.6,25.1,25.0,26.2
136,TTO,Trinidad and Tobago,780,74.281,74.2301,73.8018,74.2279,74.4056,74.18928,11.23672288,11.35999926,11.48462809,11.61062419,11.61062419,11.4605197219999,109.562898,113.475858,113.573682,112.399794,117.486643,113.299775,-23.598182,-470.9,-700.185701,183.972765,-438.711033,-25.339199,-12.03625,65.041764,114.158995,172.402616,1.741017,-458.86375,-765.227465,69.81377,-611.113649,6.8,6.9,7.0,7.3,7.5
137,TUN,Tunisia,788,75.7861,75.8448,75.9501,75.9933,75.2923,75.77332,7.196720123,7.274176324,7.352466164,7.431598614,7.431598614,7.3373119678,104.667228,112.874418,119.667987,126.6,132.1,119.1819266,884.996951,880.78779,1035.941738,844.796934,652.121814,241.616737,57.451667,34.002464,21.810006,43.379968,643.380214,823.336123,1001.939274,822.986928,608.741846,1.5,1.5,1.5,2.6,3.1
138,TZA,United Republic of Tanzania,834,65.3862,65.9987,66.5346,66.9885,66.4077,66.2631399999999,5.959358347,6.094134093,6.231957903,6.37289871,6.37289871,6.2062495526,110.779204,117.639741,118.796311,126.277242,130.034219,120.705343399999,864.04,937.7,971.576866,990.626174,1012.626174,,,,,,,,,,,22.7,23.0,23.3,23.4,22.6
139,UKR,Ukraine,804,74.3121,74.7181,74.4122,74.5364,72.5726,74.11028,11.15577802,11.14765882,11.13953963,11.13142043,11.13142043,11.1411634659999,112.097771,131.963987,142.239616,149.027759,156.376391,138.341104799999,3809.651871,3692.0,4454.969953,5860.41434,-868.0,16.0,8.0,-5.0,648.0,82.0,3793.651871,3684.0,4459.969953,5212.41434,-950.0,1.5,1.5,1.5,2.6,2.8
140,URY,Uruguay,858,77.5707,77.6247,77.611,77.5085,78.4298,77.7489399999999,8.70388031,8.831359863,8.906729698,8.982549667,8.982549667,8.881413841,110.902589,116.519395,124.416806,142.088241,155.556846,129.8967754,-1825.327407,-600.678582,163.486037,1836.946845,2629.798334,2.304628,1477.92679,663.657809,590.412869,17.004842,-1827.632035,-2078.605372,-500.171772,1246.533976,2612.793492,1.5,1.5,1.5,1.5,1.5
141,USA,United States of America,840,78.8482,78.8213,78.9896,79.138,77.4144,78.6423,13.34290981,13.42226505,13.50162029,13.59252501,13.68342972,13.508549976,97.5866,98.46566,99.05235,99.76737,103.7063,99.715656,459419.0,295296.0,223401.0,261412.0,156321.0,284469.0,327781.0,-194412.0,93552.0,92811.0,174950.0,-32485.0,417813.0,167860.0,63510.0,1.5,1.5,1.5,1.5,1.5
142,UZB,Uzbekistan,860,70.7548,71.0095,71.1494,71.3441,70.3309,70.91774,11.67308998,11.72383976,11.77458954,11.89558983,11.89558983,11.792539788,110.907849,139.447995,160.223543,190.232668,219.29745,164.021901,1662.586807,1797.341436,624.686535,2316.482962,1725.688329,5.817261,9.020949,1.911236,3.088905,1.743108,1656.769546,1788.320487,622.775299,2313.394057,1723.945221,1.5,1.5,1.5,1.5,1.5
143,VCT,Saint Vincent and the Grenadines,670,74.2799,74.3052,74.1279,72.8347,72.1256,73.53466,10.34760787,10.83343029,10.83343029,10.83343029,10.83343029,10.736265806,100.573933,104.521528,104.252374,105.149554,107.930814,104.485640599999,153.077037,98.13963,100.46963,113.066667,72.892264,-9.347778,-4.646296,-4.756667,-6.250247,-3.229607,162.424815,102.785926,105.226297,119.316914,76.121871,5.8,5.7,5.5,6.6,7.6
144,VEN,Venezuela (Bolivarian Republic of),862,72.0578,71.943,71.9788,72.1614,71.0949,71.84718,10.31229973,10.57076027,10.8356987,11.10727736,11.10727736,10.786662684,953.574367,11086.187138,15946997.067729,1288889115.45554,38753710727.9582,8011711776.04861,1068.0,-68.0,886.0,934.0,958.666667,1041.0,2234.0,661.0,1076.0,-78.666667,27.0,-2302.0,225.0,-142.0,1037.333334,16.4,22.2,22.7,24.9,22.9
145,VNM,Viet Nam,704,73.9382,73.9632,73.9757,74.0929,75.3779,74.2695799999999,8.12267518,8.205210209,8.287745237,8.370280266,8.370280266,8.2712382316,103.139639,101.286235,106.442999,116.199618,119.31644,109.2769862,12600.0,14100.0,15500.0,16120.0,15800.0,1000.0,480.0,598.0,465.0,380.0,11600.0,13620.0,14902.0,15655.0,15420.0,7.8,7.2,6.8,6.2,5.7
146,VUT,Vanuatu,548,69.6496,69.7095,69.7948,69.8769,70.2995,69.8660599999999,6.68,6.76,6.84,7.064846,7.064846,6.8819384,104.766185,111.462978,114.94016,123.246759,140.246312,118.932478799999,43.939156,38.248639,37.471066,35.133027,29.560294,0.924839,1.066584,1.362502,0.171704,1.838562,43.014317,37.182055,36.108564,34.961323,27.721732,11.2,12.3,12.6,12.4,11.9
147,WSM,Samoa,882,72.5397,72.59,72.6358,72.1572,72.7677,72.53808,11.52649762,11.49582322,11.46514881,11.43447441,11.4038,11.465148812,105.513761,110.697788,109.340413,114.669831,105.476923,109.1397432,2.549967,9.078017,16.722124,-2.151612,-0.774462,15.289049,0.098973,0.037707,4.314424,4.920771,-12.739082,8.979044,16.684417,-6.466036,-5.695233,4.7,4.6,4.5,4.4,4.4
148,YEM,Yemen,887,66.0641,65.9573,64.5751,65.0917,64.6501,65.26766,3.0,3.0,3.2,3.2,3.2,3.11999999999999,121.903092,128.044919,134.901926,143.908187,152.999508,136.351526399999,-561.0,-269.85,-282.098333,-370.982778,,0.787,5.601,3.605667,3.331222,,-561.787,-275.451,-285.704,-374.314,,46.1,46.6,44.7,42.8,41.4
149,ZAF,South Africa,710,64.7469,65.402,65.6743,66.175,65.2522,65.45008,10.18788004,10.14218044,10.7576704,11.37316036,11.37316036,10.76681032,115.8968,120.7918,124.1032,128.9982,136.6287,125.28374,2235.001472,2008.360978,5449.554014,5124.986962,3106.48726,4474.489806,7371.170387,4076.114369,3146.640115,-1973.254317,-2239.488334,-5362.809409,1373.439645,1978.346847,5079.741577,5.4,5.5,5.7,6.3,6.9
